target_id,dataset,stem,status,lddt,n_matched_atoms,n_contacts,error
cameo_hard__8j4i_A,cameo_hard,8j4i_A,ok,0.3265881479414373,1491,0,
cameo_hard__8jvx_B,cameo_hard,8jvx_B,ok,0.4817295159333004,297,39,
cameo_hard__8raj_A,cameo_hard,8raj_A,ok,0.6680915649929611,465,62,
cameo_hard__8s3m_A,cameo_hard,8s3m_A,ok,0.4847870973429125,2796,345,
cameo_hard__8s89_A,cameo_hard,8s89_A,ok,0.8189497701590537,3055,401,
cameo_hard__8u1a_A,cameo_hard,8u1a_A,ok,0.514339984603487,2759,324,
cameo_hard__8v4w_A,cameo_hard,8v4w_A,ok,0.38117120440971497,1714,207,
cameo_hard__8vd6_A,cameo_hard,8vd6_A,ok,0.6505161310977562,1384,174,
cameo_hard__8vej_B,cameo_hard,8vej_B,ok,0.7048095955438001,1835,242,
cameo_hard__8wwc_C,cameo_hard,8wwc_C,ok,0.7816496582716974,741,113,
cameo_hard__8xtn_A,cameo_hard,8xtn_A,ok,0.34874022589053,232,0,
cameo_hard__8yl4_B,cameo_hard,8yl4_B,ok,0.4263789154330607,1517,207,
cameo_hard__8yoz_A,cameo_hard,8yoz_A,ok,0.5348155094207955,632,0,
cameo_hard__8zaf_A,cameo_hard,8zaf_A,ok,0.3088315435033548,2869,0,
cameo_hard__9b7d_D,cameo_hard,9b7d_D,ok,0.34585315960332635,1575,192,
cameo_hard__9bch_A,cameo_hard,9bch_A,ok,0.26162047532748534,1544,198,
cameo_hard__9de9_B,cameo_hard,9de9_B,ok,0.8029962685383875,641,81,
cameo_hard__9deb_E,cameo_hard,9deb_E,ok,0.8440580591473563,623,83,
cameo_hard__9def_A,cameo_hard,9def_A,ok,0.499003984063745,1194,151,
cameo_hard__9deg_A,cameo_hard,9deg_A,ok,0.6499213313687907,1259,157,
cameo_hard__9dl1_D,cameo_hard,9dl1_D,ok,0.5739067272918787,1059,124,
cameo_hard__9emy_B,cameo_hard,9emy_B,ok,0.24911988269432814,3007,0,
cameo_hard__9eqn_A,cameo_hard,9eqn_A,ok,0.5319901778558396,560,72,
cameo_hard__9eum_A,cameo_hard,9eum_A,ok,0.31618487880867,1334,0,
cameo_hard__9f4c_A,cameo_hard,9f4c_A,ok,0.44591286257821094,1113,0,
cameo_hard__9fdg_A,cameo_hard,9fdg_A,ok,0.6373107968027669,1442,179,
cameo_hard__9hac_B,cameo_hard,9hac_B,ok,0.38811721146141304,1099,127,
cameo_hard__9had_C,cameo_hard,9had_C,ok,0.8477135549872122,908,108,
cameo_hard__9isp_A,cameo_hard,9isp_A,ok,0.23714933011992473,1183,0,
cameo_hard__9j46_F,cameo_hard,9j46_F,ok,0.31071696953135675,971,124,
cameo_hard__9j5h_A,cameo_hard,9j5h_A,ok,0.5865276329509906,270,35,
cameo_hard__9k3e_C,cameo_hard,9k3e_C,ok,0.35249683019604017,943,116,
casp_fm__T1104-D1,casp_fm,T1104-D1,ok,0.572766689520327,899,117,
casp_fm__T1112-D1,casp_fm,T1112-D1,ok,0.4023732381918945,3554,0,
casp_fm__T1113-D1,casp_fm,T1113-D1,ok,0.37502868653900095,1343,167,
casp_fm__T1120-D1,casp_fm,T1120-D1,ok,0.4271291268850713,910,0,
casp_fm__T1120-D2,casp_fm,T1120-D2,ok,0.4233468246189205,820,0,
casp_fm__T1121-D1,casp_fm,T1121-D1,ok,0.3094764568954956,1538,0,
casp_fm__T1122-D1,casp_fm,T1122-D1,ok,0.3397693372233562,1833,230,
casp_fm__T1123-D1,casp_fm,T1123-D1,ok,0.22244813026175467,1681,214,
casp_fm__T1125-D1,casp_fm,T1125-D1,ok,0.6143682593468283,1081,134,
casp_fm__T1125-D2,casp_fm,T1125-D2,ok,0.3173149254961769,1151,148,
casp_fm__T1125-D4,casp_fm,T1125-D4,ok,0.5337072920492238,1136,141,
casp_fm__T1125-D5,casp_fm,T1125-D5,ok,0.410374788518338,1191,150,
denovo_pdb__7ah0_A,denovo_pdb,7ah0_A,ok,0.6560845800950357,834,104,
denovo_pdb__7dgu_A,denovo_pdb,7dgu_A,ok,0.8752235402208332,756,97,
denovo_pdb__7dgw_A,denovo_pdb,7dgw_A,ok,0.7827228957490155,708,94,
denovo_pdb__7dgy_A,denovo_pdb,7dgy_A,ok,0.9002770139277574,766,99,
denovo_pdb__7dmf_A,denovo_pdb,7dmf_A,ok,0.47190546574052084,1478,189,
denovo_pdb__7f1h_A,denovo_pdb,7f1h_A,ok,0.22712358490877133,1490,0,
denovo_pdb__7f1i_A,denovo_pdb,7f1i_A,ok,0.23884508600843782,1498,0,
denovo_pdb__7f1j_A,denovo_pdb,7f1j_A,ok,0.22580410131411616,1486,0,
denovo_pdb__7f1k_A,denovo_pdb,7f1k_A,ok,0.24841362289274094,1512,0,
denovo_pdb__7f1l_A,denovo_pdb,7f1l_A,ok,0.22395098385840198,1527,0,
denovo_pdb__7hiy_A,denovo_pdb,7hiy_A,ok,0.8783608300573563,971,126,
denovo_pdb__7hiz_A,denovo_pdb,7hiz_A,ok,0.8742970009674298,971,126,
denovo_pdb__7hj0_A,denovo_pdb,7hj0_A,ok,0.8765030011773107,971,126,
denovo_pdb__7hj1_A,denovo_pdb,7hj1_A,ok,0.877365645533997,971,126,
denovo_pdb__7hj2_A,denovo_pdb,7hj2_A,ok,0.8797426655815215,971,126,
denovo_pdb__7hj3_A,denovo_pdb,7hj3_A,ok,0.8846179864318986,971,126,
denovo_pdb__7hj4_A,denovo_pdb,7hj4_A,ok,0.8839506291669074,971,126,
denovo_pdb__7hj5_A,denovo_pdb,7hj5_A,ok,0.88092765941032,971,126,
denovo_pdb__7hj6_A,denovo_pdb,7hj6_A,ok,0.8868118985352279,971,126,
denovo_pdb__7hj7_A,denovo_pdb,7hj7_A,ok,0.8759886055730517,971,126,
denovo_pdb__7hj8_A,denovo_pdb,7hj8_A,ok,0.8859139563473929,971,126,
denovo_pdb__7hj9_A,denovo_pdb,7hj9_A,ok,0.8846459632927121,971,126,
denovo_pdb__7hja_A,denovo_pdb,7hja_A,ok,0.8867108960148478,971,126,
denovo_pdb__7hjb_A,denovo_pdb,7hjb_A,ok,0.8777213749292733,971,126,
denovo_pdb__7hjc_A,denovo_pdb,7hjc_A,ok,0.8713472095445021,971,126,
denovo_pdb__7hjd_A,denovo_pdb,7hjd_A,ok,0.8829851313568602,971,126,
denovo_pdb__7hje_A,denovo_pdb,7hje_A,ok,0.877666424142527,971,126,
denovo_pdb__7hjf_A,denovo_pdb,7hjf_A,ok,0.881671653315317,971,126,
denovo_pdb__7hjg_A,denovo_pdb,7hjg_A,ok,0.8772461721182552,971,126,
denovo_pdb__7hjh_A,denovo_pdb,7hjh_A,ok,0.8788407978439431,971,126,
denovo_pdb__7hji_A,denovo_pdb,7hji_A,ok,0.8807320185168562,971,126,
denovo_pdb__7hjj_A,denovo_pdb,7hjj_A,ok,0.881803359715509,971,126,
denovo_pdb__7hjk_A,denovo_pdb,7hjk_A,ok,0.8764929249391861,971,126,
denovo_pdb__7hjl_A,denovo_pdb,7hjl_A,ok,0.8750241926118989,971,126,
denovo_pdb__7hjm_A,denovo_pdb,7hjm_A,ok,0.8776549896437715,971,126,
denovo_pdb__7hjn_A,denovo_pdb,7hjn_A,ok,0.8822892465713752,971,126,
denovo_pdb__7hjo_A,denovo_pdb,7hjo_A,ok,0.8844994978239036,971,126,
denovo_pdb__7hjp_A,denovo_pdb,7hjp_A,ok,0.8842011781105267,971,126,
denovo_pdb__7hjq_A,denovo_pdb,7hjq_A,ok,0.8756967257905869,971,126,
denovo_pdb__7hjr_A,denovo_pdb,7hjr_A,ok,0.8832855301321302,971,126,
denovo_pdb__7hjs_A,denovo_pdb,7hjs_A,ok,0.8677201761796361,971,126,
denovo_pdb__7hjt_A,denovo_pdb,7hjt_A,ok,0.8805282456669856,971,126,
denovo_pdb__7hju_A,denovo_pdb,7hju_A,ok,0.8777864936634796,971,126,
denovo_pdb__7hjv_A,denovo_pdb,7hjv_A,ok,0.8836328366275479,971,126,
denovo_pdb__7hjw_A,denovo_pdb,7hjw_A,ok,0.8789563880957892,971,126,
denovo_pdb__7hjx_A,denovo_pdb,7hjx_A,ok,0.8800475097558937,971,126,
denovo_pdb__7hjy_A,denovo_pdb,7hjy_A,ok,0.8756780464522288,971,126,
denovo_pdb__7hjz_A,denovo_pdb,7hjz_A,ok,0.8824592866388054,971,126,
denovo_pdb__7hk0_A,denovo_pdb,7hk0_A,ok,0.8864217859812843,971,126,
denovo_pdb__7hk1_A,denovo_pdb,7hk1_A,ok,0.876149790185449,971,126,
denovo_pdb__7hk2_A,denovo_pdb,7hk2_A,ok,0.8852321314562468,971,126,
denovo_pdb__7hk3_A,denovo_pdb,7hk3_A,ok,0.8766884503563435,971,126,
denovo_pdb__7hk4_A,denovo_pdb,7hk4_A,ok,0.8775396157576614,971,126,
denovo_pdb__7kuw_A,denovo_pdb,7kuw_A,ok,0.7227813791273361,507,62,
denovo_pdb__7mcc_A,denovo_pdb,7mcc_A,ok,0.5817288986991175,1447,190,
denovo_pdb__7osu_A,denovo_pdb,7osu_A,ok,0.7861772032752775,1441,183,
denovo_pdb__7osv_A,denovo_pdb,7osv_A,ok,0.6779608823124299,1353,173,
denovo_pdb__7ot7_A,denovo_pdb,7ot7_A,ok,0.8192626658901013,1415,183,
denovo_pdb__7p12_A,denovo_pdb,7p12_A,ok,0.8468426160733853,1252,184,
denovo_pdb__7qnl_AAA,denovo_pdb,7qnl_AAA,ok,0.913378034015201,1823,0,
denovo_pdb__7rmx_A,denovo_pdb,7rmx_A,ok,0.7437810437405028,1866,229,
denovo_pdb__7smj_A,denovo_pdb,7smj_A,ok,0.6750178142071949,1322,174,
denovo_pdb__7sq3_A,denovo_pdb,7sq3_A,ok,0.8500661792512291,1069,146,
denovo_pdb__7sq4_A,denovo_pdb,7sq4_A,ok,0.7672697653460885,389,48,
denovo_pdb__7sq5_A,denovo_pdb,7sq5_A,ok,0.42822346340730355,1069,140,
denovo_pdb__7tal_A,denovo_pdb,7tal_A,ok,0.4785063255437667,1577,0,
denovo_pdb__7tjl_A,denovo_pdb,7tjl_A,ok,0.5882480110688343,732,85,
denovo_pdb__7udo_A,denovo_pdb,7udo_A,ok,0.8641978120264013,1365,171,
denovo_pdb__7uek_A,denovo_pdb,7uek_A,ok,0.8330175740226067,1832,228,
denovo_pdb__7ur7_A,denovo_pdb,7ur7_A,ok,0.8422918541547356,534,63,
denovo_pdb__7ur8_A,denovo_pdb,7ur8_A,ok,0.7258463656065133,593,71,
denovo_pdb__7vql_A,denovo_pdb,7vql_A,ok,0.783325298715609,908,0,
denovo_pdb__7vqv_A,denovo_pdb,7vqv_A,ok,0.8298301001818438,922,0,
denovo_pdb__7vty_A,denovo_pdb,7vty_A,ok,0.8490881590319792,715,90,
denovo_pdb__7vu4_A,denovo_pdb,7vu4_A,ok,0.7074482897071585,931,0,
denovo_pdb__8a3k_UNK,denovo_pdb,8a3k_UNK,ok,0.9304494664461094,823,127,
denovo_pdb__8ah9_A,denovo_pdb,8ah9_A,ok,0.8488266580120415,925,115,
denovo_pdb__8bcs_A,denovo_pdb,8bcs_A,ok,0.9081133485128788,326,49,
denovo_pdb__8bl3_A,denovo_pdb,8bl3_A,ok,0.7493322449610457,1137,141,
denovo_pdb__8bl5_A,denovo_pdb,8bl5_A,ok,0.5536318813074645,936,0,
denovo_pdb__8bl6_A,denovo_pdb,8bl6_A,ok,0.7845724788158529,1135,139,
denovo_pdb__8bl9_A,denovo_pdb,8bl9_A,ok,0.5848434190041092,921,0,
denovo_pdb__8bu0_A,denovo_pdb,8bu0_A,ok,0.9092357007162799,1148,0,
denovo_pdb__8ch0_A,denovo_pdb,8ch0_A,ok,0.9025997669676668,1148,0,
denovo_pdb__8chy_A,denovo_pdb,8chy_A,ok,0.9092782940095347,2296,0,
denovo_pdb__8cig_A,denovo_pdb,8cig_A,ok,0.9084138405455076,1148,0,
denovo_pdb__8ckr_A,denovo_pdb,8ckr_A,ok,0.9055364278354401,1148,0,
denovo_pdb__8cmq_A,denovo_pdb,8cmq_A,ok,0.9056778025613395,1148,0,
denovo_pdb__8cqq_A,denovo_pdb,8cqq_A,ok,0.9011457877113915,2296,0,
denovo_pdb__8cux_B,denovo_pdb,8cux_B,ok,0.32683328519756294,923,0,
denovo_pdb__8d03_A,denovo_pdb,8d03_A,ok,0.5162847416289823,538,65,
denovo_pdb__8d05_A,denovo_pdb,8d05_A,ok,0.8036060787407286,468,60,
denovo_pdb__8d9o_A,denovo_pdb,8d9o_A,ok,0.834168874883621,1572,194,
denovo_pdb__8d9p_A,denovo_pdb,8d9p_A,ok,0.8351482832992432,1581,195,
denovo_pdb__8eov_A,denovo_pdb,8eov_A,ok,0.8849945384360651,1181,139,
denovo_pdb__8eoz_B,denovo_pdb,8eoz_B,ok,0.41692764766551166,1874,227,
denovo_pdb__8etq_A,denovo_pdb,8etq_A,ok,0.3798475574913335,1976,277,
denovo_pdb__8fjf_A,denovo_pdb,8fjf_A,ok,0.5775698936070491,978,127,
denovo_pdb__8fjg_A,denovo_pdb,8fjg_A,ok,0.7995404089154089,877,104,
denovo_pdb__8g9j_A,denovo_pdb,8g9j_A,ok,0.8782736018800721,1486,201,
denovo_pdb__8gl3_A,denovo_pdb,8gl3_A,ok,0.41255245354114933,1600,189,
denovo_pdb__8j1w_A,denovo_pdb,8j1w_A,ok,0.6585716248082603,1395,0,
denovo_pdb__8j1x_A,denovo_pdb,8j1x_A,ok,0.689107512273443,1389,0,
denovo_pdb__8j98_A,denovo_pdb,8j98_A,ok,0.7478473263276052,1473,0,
denovo_pdb__8ju8_A,denovo_pdb,8ju8_A,ok,0.7423654634625911,1068,139,
denovo_pdb__8k7o_A,denovo_pdb,8k7o_A,ok,0.8070047719387095,1717,233,
denovo_pdb__8k7z_A,denovo_pdb,8k7z_A,ok,0.3977940151711231,1153,172,
denovo_pdb__8k8f_A,denovo_pdb,8k8f_A,ok,0.861547818773948,1300,179,
denovo_pdb__8k8g_A,denovo_pdb,8k8g_A,ok,0.4061767339553167,1432,209,
denovo_pdb__8k8i_A,denovo_pdb,8k8i_A,ok,0.5115198273756209,1357,211,
denovo_pdb__8ka7_A,denovo_pdb,8ka7_A,ok,0.561398223252221,827,115,
denovo_pdb__8kac_A,denovo_pdb,8kac_A,ok,0.7123224082149389,860,121,
denovo_pdb__8kc0_A,denovo_pdb,8kc0_A,ok,0.8160813649261156,849,115,
denovo_pdb__8kc1_A,denovo_pdb,8kc1_A,ok,0.7901580508570523,632,83,
denovo_pdb__8kc4_A,denovo_pdb,8kc4_A,ok,0.8047612305245903,1119,151,
denovo_pdb__8kc8_A,denovo_pdb,8kc8_A,ok,0.8150581877902767,1612,227,
denovo_pdb__8kcj_A,denovo_pdb,8kcj_A,ok,0.8698279819958208,1300,179,
denovo_pdb__8kck_A,denovo_pdb,8kck_A,ok,0.5162950127212955,1406,206,
denovo_pdb__8kdq_A,denovo_pdb,8kdq_A,ok,0.8011310368943512,1717,233,
denovo_pdb__8oys_A,denovo_pdb,8oys_A,ok,0.741201653439417,1367,190,
denovo_pdb__8oyw_A,denovo_pdb,8oyw_A,ok,0.5588271669110293,1471,178,
denovo_pdb__8p4y_A,denovo_pdb,8p4y_A,ok,0.4256603111627021,1622,191,
denovo_pdb__8pf0_A,denovo_pdb,8pf0_A,ok,0.8126117201128508,1223,0,
denovo_pdb__8q52_A,denovo_pdb,8q52_A,ok,0.4030974148802018,2405,0,
denovo_pdb__8qad_A,denovo_pdb,8qad_A,ok,0.4316468417297772,952,145,
denovo_pdb__8qaf_A,denovo_pdb,8qaf_A,ok,0.8261866949003,367,51,
denovo_pdb__8qkd_A,denovo_pdb,8qkd_A,ok,0.8789701781203942,1924,281,
denovo_pdb__8qup_A,denovo_pdb,8qup_A,ok,0.7715578143782029,884,114,
denovo_pdb__8qzn_A,denovo_pdb,8qzn_A,ok,0.8342410928004025,2567,346,
denovo_pdb__8r8o_A,denovo_pdb,8r8o_A,ok,0.7209944786315707,2140,262,
denovo_pdb__8sjf_A,denovo_pdb,8sjf_A,ok,0.8371829936310626,818,0,
denovo_pdb__8tnm_A,denovo_pdb,8tnm_A,ok,0.695621722174907,1065,136,
denovo_pdb__8vc8_A,denovo_pdb,8vc8_A,ok,0.8491809981107137,1500,197,
denovo_pdb__8vei_A,denovo_pdb,8vei_A,ok,0.8316181145938818,997,117,
denovo_pdb__8vez_A,denovo_pdb,8vez_A,ok,0.852227473411628,897,115,
denovo_pdb__8w97_A,denovo_pdb,8w97_A,ok,0.5545822220151644,1053,135,
denovo_pdb__8xyr_A,denovo_pdb,8xyr_A,ok,0.3281749876953365,1330,0,
denovo_pdb__8xyu_A,denovo_pdb,8xyu_A,ok,0.2930574508353071,1361,0,
denovo_pdb__8xyw_A,denovo_pdb,8xyw_A,ok,0.8196917249258726,856,0,
denovo_pdb__8y33_A,denovo_pdb,8y33_A,ok,0.7681248187611067,1473,0,
denovo_pdb__9bk7_A,denovo_pdb,9bk7_A,ok,0.7115386380744304,739,102,
denovo_pdb__9cte_A,denovo_pdb,9cte_A,ok,0.6869868948337485,901,110,
denovo_pdb__9d01_A,denovo_pdb,9d01_A,ok,0.822604804586744,2972,369,
denovo_pdb__9db8_A,denovo_pdb,9db8_A,ok,0.8061094920103113,818,0,
denovo_pdb__9db9_A,denovo_pdb,9db9_A,ok,0.8171377886123317,818,0,
denovo_pdb__9dba_A,denovo_pdb,9dba_A,ok,0.8003186044891102,818,0,
denovo_pdb__9dbb_A,denovo_pdb,9dbb_A,ok,0.8346631823461091,818,0,
denovo_pdb__9dbc_A,denovo_pdb,9dbc_A,ok,0.8348039402848306,832,0,
denovo_pdb__9dbd_A,denovo_pdb,9dbd_A,ok,0.6092898340928232,2471,326,
denovo_pdb__9dbu_A,denovo_pdb,9dbu_A,ok,0.8294860416330483,790,106,
denovo_pdb__9dbv_A,denovo_pdb,9dbv_A,ok,0.8343168697883259,798,107,
denovo_pdb__9dbw_A,denovo_pdb,9dbw_A,ok,0.8282710093445981,798,107,
denovo_pdb__9dcx_A,denovo_pdb,9dcx_A,ok,0.57955620538402,1965,257,
denovo_pdb__9dd2_A,denovo_pdb,9dd2_A,ok,0.5591610794302212,1979,258,
denovo_pdb__9de4_A,denovo_pdb,9de4_A,ok,0.8265240159048959,790,106,
denovo_pdb__9dea_A,denovo_pdb,9dea_A,ok,0.6292583951613795,609,79,
denovo_pdb__9ded_A,denovo_pdb,9ded_A,ok,0.779238180804263,954,114,
denovo_pdb__9dw2_A,denovo_pdb,9dw2_A,ok,0.8717374373233953,971,126,
denovo_pdb__9fw5_A,denovo_pdb,9fw5_A,ok,0.897377015527023,1477,197,
denovo_pdb__9fw7_A,denovo_pdb,9fw7_A,ok,0.36782512175394516,1503,199,
denovo_pdb__9fwa_A,denovo_pdb,9fwa_A,ok,0.7230958905098686,1532,202,
denovo_pdb__9gvf_A,denovo_pdb,9gvf_A,ok,0.8639463276626944,1571,211,
denovo_pdb__9h10_A,denovo_pdb,9h10_A,ok,0.8579793186300744,1552,208,
denovo_pdb__9h3c_A,denovo_pdb,9h3c_A,ok,0.8561913210615805,1561,212,
denovo_pdb__9h4c_A,denovo_pdb,9h4c_A,ok,0.5346909588359657,828,106,
denovo_pdb__9hag_A,denovo_pdb,9hag_A,ok,0.6956083679433933,857,112,
denovo_pdb__9hnh_A,denovo_pdb,9hnh_A,ok,0.8856336696522775,1259,151,
denovo_pdb__9jl8_A,denovo_pdb,9jl8_A,ok,0.34008016412750275,1340,0,
denovo_pdb__9jl9_A,denovo_pdb,9jl9_A,ok,0.4769169951416262,1320,0,
denovo_pdb__9jla_A,denovo_pdb,9jla_A,ok,0.6328606231616134,1346,0,
denovo_pdb__9jwo_A,denovo_pdb,9jwo_A,ok,0.5806085561905732,2035,0,
denovo_pdb__9jwq_A,denovo_pdb,9jwq_A,ok,0.48640410950482826,2077,0,
denovo_pdb__9jwt_A,denovo_pdb,9jwt_A,ok,0.5697896705162886,2128,0,
denovo_pdb__9kgz_A,denovo_pdb,9kgz_A,ok,0.8615877126722061,1003,125,
denovo_pdb__9lm8_A,denovo_pdb,9lm8_A,ok,0.7960278271673701,3017,381,
denovo_pdb__9lni_A,denovo_pdb,9lni_A,ok,0.828623928570338,1724,212,
denovo_pdb__9lns_A,denovo_pdb,9lns_A,ok,0.90841705378631,521,64,
denovo_pdb__9mrb_A,denovo_pdb,9mrb_A,ok,0.5043821512558544,1131,141,
denovo_pdb__9mxx_A,denovo_pdb,9mxx_A,ok,0.7167693538605798,1157,149,
denovo_pdb__9n0j_A,denovo_pdb,9n0j_A,ok,0.9121113227810878,960,126,
denovo_pdb__9qdp_A,denovo_pdb,9qdp_A,ok,0.45412248704887986,1518,206,
denovo_pdb__9qrf_A,denovo_pdb,9qrf_A,ok,0.36872135913329096,1630,0,
denovo_pdb__9quc_A,denovo_pdb,9quc_A,ok,0.5593861828357205,1320,171,
denovo_pdb__9qud_A,denovo_pdb,9qud_A,ok,0.44583325738658114,1311,170,
denovo_pdb__9qui_A,denovo_pdb,9qui_A,ok,0.46666249573427376,1311,170,
denovo_pdb__9qul_A,denovo_pdb,9qul_A,ok,0.5860611026359509,1304,169,
denovo_pdb__9quo_A,denovo_pdb,9quo_A,ok,0.5643543232741403,1313,170,
denovo_pdb__9r00_A,denovo_pdb,9r00_A,ok,0.7552989787285473,1083,129,
denovo_pdb__9r0z_A,denovo_pdb,9r0z_A,ok,0.8244444026623547,806,100,
denovo_pdb__9r17_A,denovo_pdb,9r17_A,ok,0.81155586494953,822,105,
denovo_pdb__9r1j_A,denovo_pdb,9r1j_A,ok,0.5790187020292293,964,132,
denovo_pdb__9r1k_A,denovo_pdb,9r1k_A,ok,0.5922247773453724,859,126,
denovo_pdb__9r1l_A,denovo_pdb,9r1l_A,ok,0.5796066113803076,973,133,
denovo_pdb__9r1m_A,denovo_pdb,9r1m_A,ok,0.6019579554822754,821,129,
denovo_pdb__9r1n_A,denovo_pdb,9r1n_A,ok,0.8650228602425512,943,132,
denovo_pdb__9r2k_A,denovo_pdb,9r2k_A,ok,0.5808726691820629,1508,177,
denovo_pdb__9r7f_A,denovo_pdb,9r7f_A,ok,0.5125462577257667,1486,202,
denovo_pdb__9raa_A,denovo_pdb,9raa_A,ok,0.8580433315614667,1552,208,
denovo_pdb__9raq_A,denovo_pdb,9raq_A,ok,0.8543509720909815,1554,208,
denovo_pdb__9rar_A,denovo_pdb,9rar_A,ok,0.8446914894414501,1555,208,
denovo_pdb__9rb0_A,denovo_pdb,9rb0_A,ok,0.8727547468413213,1554,208,
denovo_pdb__9rbe_A,denovo_pdb,9rbe_A,ok,0.8677341597796143,1555,208,
denovo_pdb__9szu_A,denovo_pdb,9szu_A,ok,0.4186016479054851,2482,322,
denovo_pdb__9tas_A,denovo_pdb,9tas_A,ok,0.8547855110096916,964,126,
