target_id,dataset,stem,status,lddt,n_matched_atoms,n_contacts,error
foldbench_rest__8fib_A,foldbench_rest,8fib_A,ok,0.7717328103137401,3299,418,
foldbench_rest__8gbe_A,foldbench_rest,8gbe_A,ok,0.30511009782895715,1658,205,
foldbench_rest__8gm7_A,foldbench_rest,8gm7_A,ok,0.38240853232178446,1288,168,
foldbench_rest__8gsy_A,foldbench_rest,8gsy_A,ok,0.8316019958281976,994,126,
foldbench_rest__8ini_A,foldbench_rest,8ini_A,ok,0.31223396752433186,768,95,
foldbench_rest__8iqc_A,foldbench_rest,8iqc_A,ok,0.4671034916754657,1717,226,
foldbench_rest__8ou1_A,foldbench_rest,8ou1_A,ok,0.2811442331044247,1087,142,
foldbench_rest__8ovq_A,foldbench_rest,8ovq_A,ok,0.5825655779732886,1507,208,
foldbench_rest__8ow8_A,foldbench_rest,8ow8_A,ok,0.2864073769450016,3219,401,
foldbench_rest__8p0e_A,foldbench_rest,8p0e_A,ok,0.8496378798479662,1377,184,
foldbench_rest__8q79_A,foldbench_rest,8q79_A,ok,0.2645906572997888,1715,215,
foldbench_rest__8qnf_A,foldbench_rest,8qnf_A,ok,0.7576685419731283,3472,447,
foldbench_rest__8sx0_A,foldbench_rest,8sx0_A,ok,0.4970973523930122,754,96,
foldbench_rest__8t5t_A,foldbench_rest,8t5t_A,ok,0.6126924564116984,1527,195,
foldbench_rest__8ux2_A,foldbench_rest,8ux2_A,ok,0.32703104180433534,1873,239,
foldbench_rest__8w7p_A,foldbench_rest,8w7p_A,ok,0.5799706829968823,2044,250,
foldbench_rest__8wc1_A,foldbench_rest,8wc1_A,ok,0.48268142752256593,1127,151,
foldbench_rest__8wqn_A,foldbench_rest,8wqn_A,ok,0.297547685103031,1248,155,
foldbench_rest__8xif_A,foldbench_rest,8xif_A,ok,0.5193812690341147,1814,223,
foldbench_rest__9aue_A,foldbench_rest,9aue_A,ok,0.6010804812697534,3157,415,
foldbench_rest__9b8e_A,foldbench_rest,9b8e_A,ok,0.3626698001282903,1806,222,
foldbench_rest__9gso_A,foldbench_rest,9gso_A,ok,0.38207810525697156,1375,167,
foldbench_rest__9jq9_A,foldbench_rest,9jq9_A,ok,0.6364877178474072,1429,165,
